Enesembl ID	Gene
ENSG00000172464	OR5AP2
ENSG00000111215	PRR4
ENSG00000140873	ADAMTS18
ENSG00000223614	ZNF735
ENSG00000121297	TSHZ3
ENSG00000124678	TCP11
ENSG00000288658	AC010980.1
ENSG00000275063	AC233755.1
ENSG00000158258	CLSTN2
ENSG00000166856	GPR182
ENSG00000170178	HOXD12
ENSG00000211803	TRAV23DV6
ENSG00000103710	RASL12
ENSG00000149651	SPINT4
ENSG00000148513	ANKRD30A
ENSG00000188626	GOLGA8M
ENSG00000203737	GPR52
ENSG00000187642	PERM1
ENSG00000125533	BHLHE23
ENSG00000079689	SCGN
ENSG00000137745	MMP13
ENSG00000243238	IGKV2-30
ENSG00000196242	OR2C3
ENSG00000196475	GK2
ENSG00000258724	PINX1
ENSG00000143768	LEFTY2
ENSG00000183715	OPCML
ENSG00000238205	MPC1L
ENSG00000188386	PPP3R2
ENSG00000124205	EDN3
ENSG00000143184	XCL1
ENSG00000197110	IFNL3
ENSG00000156466	GDF6
ENSG00000280969	RPS4Y2
ENSG00000118307	CFAP94
ENSG00000132681	ATP1A4
ENSG00000009694	TENM1
ENSG00000137080	IFNA21
ENSG00000166527	CLEC4D
ENSG00000275722	LYZL6
ENSG00000224650	IGHV3-74
ENSG00000237541	HLA-DQA2
ENSG00000083457	ITGAE
ENSG00000276085	CCL3L3
ENSG00000284684	AC092442.1
ENSG00000211859	TRAJ30
ENSG00000173302	GPR148
ENSG00000127252	PLAAT1
ENSG00000070808	CAMK2A
ENSG00000198225	FKBP1C
ENSG00000118017	A4GNT
ENSG00000204501	PRAMEF15
ENSG00000007350	TKTL1
ENSG00000124615	MOCS1
ENSG00000182885	ADGRG3
ENSG00000211611	IGKV6-21
ENSG00000259371	AL136295.3
ENSG00000182566	CLEC4G
ENSG00000253797	UTP14C
ENSG00000211967	IGHV3-53
ENSG00000140488	CELF6
ENSG00000179057	IGSF22
ENSG00000197403	OR6N1
ENSG00000258484	SPESP1
ENSG00000269526	ERVV-1
ENSG00000214102	WEE2
ENSG00000172005	MAL
ENSG00000125831	CST11
ENSG00000231475	IGHV4-31
ENSG00000175520	UBQLN3
ENSG00000167037	SGSM1
ENSG00000161896	IP6K3
ENSG00000172023	REG1B
ENSG00000174885	NLRP6
ENSG00000140623	SEPTIN12
ENSG00000239389	PCDHA13
ENSG00000188162	OTOG
ENSG00000235268	KDM4E
ENSG00000177489	OR2G2
ENSG00000211861	TRAJ28
ENSG00000186310	NAP1L3
ENSG00000237763	AMY1A
ENSG00000160963	COL26A1
ENSG00000205126	ACCSL
ENSG00000007216	SLC13A2
ENSG00000010671	BTK
ENSG00000124507	PACSIN1
ENSG00000114200	BCHE
ENSG00000221996	OR52B4
ENSG00000176900	OR51T1
ENSG00000136881	BAAT
ENSG00000135773	CAPN9
ENSG00000068781	STON1-GTF2A1L
ENSG00000212659	KRTAP9-6
ENSG00000152969	JAKMIP1
ENSG00000196344	ADH7
ENSG00000274764	PRAMEF27
ENSG00000118702	GHRH
ENSG00000180016	OR1E1
ENSG00000275520	FAM236A
ENSG00000172867	KRT2
ENSG00000071677	PRLH
ENSG00000143921	ABCG8
ENSG00000181781	ODF3L2
ENSG00000150261	OR8K1
ENSG00000250799	PRODH2
ENSG00000007174	DNAH9
ENSG00000183486	MX2
ENSG00000230062	ANKRD66
ENSG00000185069	KRT76
ENSG00000204963	PCDHA7
ENSG00000176381	PRR18
ENSG00000179919	OR10A7
ENSG00000205279	CTXN3
ENSG00000204919	PRR20A
ENSG00000106304	SPAM1
ENSG00000147145	LPAR4
ENSG00000123500	COL10A1
ENSG00000248485	PCP4L1
ENSG00000170935	NCBP2L
ENSG00000197057	DTHD1
ENSG00000218823	PAPOLB
ENSG00000221910	OR2F2
ENSG00000196156	KRTAP4-3
ENSG00000126545	CSN1S1
ENSG00000120057	SFRP5
ENSG00000174672	BRSK2
ENSG00000166840	GLYATL1
ENSG00000243264	IGKV2D-29
ENSG00000093134	VNN3
ENSG00000136487	GH2
ENSG00000203933	CXorf66
ENSG00000114487	MORC1
ENSG00000213023	SYT3
ENSG00000163914	RHO
ENSG00000266202	AC005697.1
ENSG00000221970	OR2A1
ENSG00000162105	SHANK2
ENSG00000212900	KRTAP3-2
ENSG00000211864	TRAJ25
ENSG00000120088	CRHR1
ENSG00000211716	TRBV9
ENSG00000186226	LCE1E
ENSG00000282218	AL132671.2
ENSG00000151388	ADAMTS12
ENSG00000143194	MAEL
ENSG00000106331	PAX4
ENSG00000108556	CHRNE
ENSG00000156959	LHFPL4
ENSG00000132972	RNF17
ENSG00000233436	BTBD18
ENSG00000225781	OR6V1
ENSG00000177257	DEFB4B
ENSG00000205777	GAGE1
ENSG00000232382	OR5K1
ENSG00000177025	C19orf18
ENSG00000213934	HBG1
ENSG00000105122	RASAL3
ENSG00000180269	GPR139
ENSG00000288642	CDR1
ENSG00000135447	PPP1R1A
ENSG00000112115	IL17A
ENSG00000255274	SMIM35
ENSG00000101825	MXRA5
ENSG00000204913	LRRC3C
ENSG00000177243	DEFB103B
ENSG00000112799	LY86
ENSG00000186431	FCAR
ENSG00000211798	TRAV18
ENSG00000135222	CSN2
ENSG00000104826	LHB
ENSG00000160716	CHRNB2
ENSG00000285404	Z82190.2
ENSG00000111049	MYF5
ENSG00000081248	CACNA1S
ENSG00000284299	AL590132.1
ENSG00000177468	OLIG3
ENSG00000279983	AC244517.10
ENSG00000165953	SERPINA12
ENSG00000112280	COL9A1
ENSG00000134716	CYP2J2
ENSG00000124232	RBPJL
ENSG00000203859	HSD3B2
ENSG00000261832	AC138894.1
ENSG00000163823	CCR1
ENSG00000165120	SSMEM1
ENSG00000176679	TGIF2LY
ENSG00000168356	SCN11A
ENSG00000229769	TRBV10-2
ENSG00000288644	AC114402.2
ENSG00000233917	POTEB
ENSG00000268916	CSAG3
ENSG00000288677	AC105206.4
ENSG00000204740	MALRD1
ENSG00000211715	TRBV5-3
ENSG00000146755	TRIM50
ENSG00000188800	TMCO2
ENSG00000254440	PBOV1
ENSG00000211899	IGHM
ENSG00000288570	AL359092.3
ENSG00000145244	CORIN
ENSG00000169994	MYO7B
ENSG00000151948	GLT1D1
ENSG00000101446	SPINT3
ENSG00000204688	OR2H1
ENSG00000196368	NUDT11
ENSG00000125965	GDF5
ENSG00000152595	MEPE
ENSG00000161055	SCGB3A1
ENSG00000138483	CCDC54
ENSG00000211941	IGHV3-11
ENSG00000279301	OR2T11
ENSG00000168412	MTNR1A
ENSG00000186160	CYP4Z1
ENSG00000251039	IGKV2D-40
ENSG00000185272	RBM11
ENSG00000285655	AC009879.2
ENSG00000197658	SLC22A24
ENSG00000178171	AMER3
ENSG00000203757	OR6K3
ENSG00000164113	ADAD1
ENSG00000172772	OR10W1
ENSG00000140798	ABCC12
ENSG00000167476	JSRP1
ENSG00000050030	NEXMIF
ENSG00000081818	PCDHB4
ENSG00000105369	CD79A
ENSG00000196098	OR5K4
ENSG00000189127	ANKRD34B
ENSG00000204640	NMS
ENSG00000158578	ALAS2
ENSG00000211832	TRAJ59
ENSG00000102032	RENBP
ENSG00000156574	NODAL
ENSG00000169194	IL13
ENSG00000276203	ANKRD20A3P
ENSG00000110680	CALCA
ENSG00000218336	TENM3
ENSG00000159248	GJD2
ENSG00000106536	POU6F2
ENSG00000170128	GPR25
ENSG00000234828	IQCM
ENSG00000125245	GPR18
ENSG00000175356	SCUBE2
ENSG00000121797	CCRL2
ENSG00000145721	LIX1
ENSG00000147588	PMP2
ENSG00000170605	OR9K2
ENSG00000233803	TSPY4
ENSG00000211746	TRBV19
ENSG00000179639	FCER1A
ENSG00000189068	VSTM1
ENSG00000250361	GYPB
ENSG00000164393	ADGRF2
ENSG00000163273	NPPC
ENSG00000135824	RGS8
ENSG00000101435	CST9L
ENSG00000181234	TMEM132C
ENSG00000083307	GRHL2
ENSG00000132554	RGS22
ENSG00000204624	DISP3
ENSG00000168135	KCNJ4
ENSG00000013293	SLC7A14
ENSG00000275163	AC117457.1
ENSG00000127377	CRYGN
ENSG00000204710	SPDYC
ENSG00000075290	WNT8B
ENSG00000168928	CTRB2
ENSG00000255181	CCDC166
ENSG00000274443	C8orf89
ENSG00000205022	PABPN1L
ENSG00000172803	SNX32
ENSG00000203926	SPANXA2
ENSG00000170561	IRX2
ENSG00000171102	OBP2B
ENSG00000211795	TRAV8-6
ENSG00000168619	ADAM18
ENSG00000165194	PCDH19
ENSG00000156886	ITGAD
ENSG00000196620	UGT2B15
ENSG00000136297	MMD2
ENSG00000090534	THPO
ENSG00000215853	RPTN
ENSG00000196329	GIMAP5
ENSG00000119913	TECTB
ENSG00000140279	DUOX2
ENSG00000130167	TSPAN16
ENSG00000146122	DAAM2
ENSG00000149527	PLCH2
ENSG00000131951	LRRC9
ENSG00000204248	COL11A2
ENSG00000135443	KRT85
ENSG00000163121	NEURL3
ENSG00000231824	AKAIN1
ENSG00000130598	TNNI2
ENSG00000177535	OR2B11
ENSG00000275774	HNRNPCL2
ENSG00000196589	MBD3L2B
ENSG00000172349	IL16
ENSG00000236125	USP17L4
ENSG00000260903	XKR7
ENSG00000274252	GGTLC3
ENSG00000178372	CALML5
ENSG00000183034	OTOP2
ENSG00000204478	PRAMEF20
ENSG00000147081	AKAP4
ENSG00000189375	TBC1D28
ENSG00000101892	ATP1B4
ENSG00000174469	CNTNAP2
ENSG00000205502	C2CD4B
ENSG00000163909	HEYL
ENSG00000268235	TCP11X1
ENSG00000183668	PSG9
ENSG00000144868	TMEM108
ENSG00000100146	SOX10
ENSG00000101204	CHRNA4
ENSG00000146221	TCTE1
ENSG00000172247	C1QTNF4
ENSG00000182793	GSTA5
ENSG00000239975	IGKV1D-33
ENSG00000100346	CACNA1I
ENSG00000128645	HOXD1
ENSG00000276119	OR13C2
ENSG00000102055	PPP1R2C
ENSG00000184374	COLEC10
ENSG00000173366	AC097637.1
ENSG00000180205	WFDC9
ENSG00000075673	ATP12A
ENSG00000161940	BCL6B
ENSG00000250745	USP17L20
ENSG00000266265	KLF14
ENSG00000183560	IZUMO1R
ENSG00000197616	MYH6
ENSG00000125285	SOX21
ENSG00000110324	IL10RA
ENSG00000239620	PRR20G
ENSG00000164729	SLC35G3
ENSG00000175785	PRIMA1
ENSG00000203970	DEFB110
ENSG00000155093	PTPRN2
ENSG00000198443	KRTAP4-1
ENSG00000203782	LORICRIN
ENSG00000074966	TXK
ENSG00000113946	CLDN16
ENSG00000196381	ZNF781
ENSG00000176294	OR4N2
ENSG00000188089	PLA2G4E
ENSG00000091704	CPA1
ENSG00000136367	ZFHX2
ENSG00000211691	TRGJP
ENSG00000272514	CFAP206
ENSG00000135517	MIP
ENSG00000187537	POTEG
ENSG00000196171	OR6K2
ENSG00000280314	OR8K3
ENSG00000164708	PGAM2
ENSG00000196767	POU3F4
ENSG00000197889	MEIG1
ENSG00000140538	NTRK3
ENSG00000239474	KLHL41
ENSG00000204021	LIPK
ENSG00000150201	FXYD4
ENSG00000204539	CDSN
ENSG00000149295	DRD2
ENSG00000188263	IL17REL
ENSG00000203877	RIPPLY2
ENSG00000204296	TSBP1
ENSG00000169676	DRD5
ENSG00000159650	UROC1
ENSG00000150269	OR5M9
ENSG00000171885	AQP4
ENSG00000138722	MMRN1
ENSG00000283063	TRBV6-2
ENSG00000101230	ISM1
ENSG00000130988	RGN
ENSG00000184811	TRARG1
ENSG00000234414	RBMY1A1
ENSG00000013725	CD6
ENSG00000168582	CRYGA
ENSG00000128617	OPN1SW
ENSG00000180919	OR56B4
ENSG00000204952	FBXO47
ENSG00000153820	SPHKAP
ENSG00000184144	CNTN2
ENSG00000154545	MAGED4
ENSG00000260286	ARMH2
ENSG00000124467	PSG8
ENSG00000283703	VSIG10L2
ENSG00000226288	OR52I2
ENSG00000091656	ZFHX4
ENSG00000181626	ANKRD62
ENSG00000112303	VNN2
ENSG00000136883	KIF12
ENSG00000229674	H2AL1RP
ENSG00000120498	TEX11
ENSG00000196431	CRYBA4
ENSG00000161652	IZUMO2
ENSG00000253457	SMIM18
ENSG00000186572	DEFB107A
ENSG00000147873	IFNA5
ENSG00000100385	IL2RB
ENSG00000111254	AKAP3
ENSG00000165621	OXGR1
ENSG00000120332	TNN
ENSG00000286175	FAM246B
ENSG00000128052	KDR
ENSG00000211965	IGHV3-49
ENSG00000157131	C8A
ENSG00000279270	OR52R1
ENSG00000189045	ANKDD1B
ENSG00000163958	ZDHHC19
ENSG00000148702	HABP2
ENSG00000171209	CSN3
ENSG00000125903	DEFB129
ENSG00000183747	ACSM2A
ENSG00000161610	HCRT
ENSG00000203783	PRR9
ENSG00000275126	H4C13
ENSG00000281106	TMEM272
ENSG00000147488	ST18
ENSG00000110887	DAO
ENSG00000177710	SLC35G5
ENSG00000206026	SMIM21
ENSG00000244219	TMEM225B
ENSG00000274588	DGKK
ENSG00000081800	SLC13A1
ENSG00000112761	CCN6
ENSG00000163440	PDCL2
ENSG00000102245	CD40LG
ENSG00000183230	CTNNA3
ENSG00000135226	UGT2B28
ENSG00000198021	SPANXA1
ENSG00000211947	IGHV3-21
ENSG00000183019	MCEMP1
ENSG00000204475	NCR3
ENSG00000243627	SMIM34A
ENSG00000183753	BPY2
ENSG00000211893	IGHG2
ENSG00000125675	GRIA3
ENSG00000163206	SMCP
ENSG00000185897	FFAR3
ENSG00000274749	KRTAP7-1
ENSG00000105605	CACNG7
ENSG00000283706	PRSS50
ENSG00000115155	OTOF
ENSG00000150676	CCDC83
ENSG00000112599	GUCA1B
ENSG00000109047	RCVRN
ENSG00000281179	AC135068.5
ENSG00000116194	ANGPTL1
ENSG00000144649	GASK1A
ENSG00000141194	OR4D1
ENSG00000106648	GALNTL5
ENSG00000175518	UBQLNL
ENSG00000171855	IFNB1
ENSG00000121377	TAS2R7
ENSG00000254834	OR5M10
ENSG00000197651	CCER1
ENSG00000172236	TPSAB1
ENSG00000162571	TTLL10
ENSG00000136488	CSH1
ENSG00000273213	H3-2
ENSG00000064201	TSPAN32
ENSG00000169509	CRCT1
ENSG00000248405	PRR5-ARHGAP8
ENSG00000272804	KRTAP10-7
ENSG00000211745	TRBV4-2
ENSG00000261739	GOLGA8S
ENSG00000148156	ACTL7B
ENSG00000197629	MPEG1
ENSG00000249156	TAF11L12
ENSG00000263201	DPEP2NB
ENSG00000184344	GDF3
ENSG00000136250	AOAH
ENSG00000183117	CSMD1
ENSG00000156689	GLYATL2
ENSG00000185888	PRSS38
ENSG00000180264	ADGRD2
ENSG00000144410	CPO
ENSG00000166211	SPIC
ENSG00000182315	MBD3L3
ENSG00000106013	ANKRD7
ENSG00000129946	SHC2
ENSG00000101542	CDH20
ENSG00000166368	OR2D2
ENSG00000177694	NAALADL2
ENSG00000151790	TDO2
ENSG00000080572	DNAAF6
ENSG00000165794	SLC39A2
ENSG00000145428	RNF175
ENSG00000131771	PPP1R1B
ENSG00000221878	PSG7
ENSG00000122679	RAMP3
ENSG00000279116	OR8D2
ENSG00000174914	OR9G1
ENSG00000204655	MOG
ENSG00000284733	OR4F29
ENSG00000113073	SLC4A9
ENSG00000133105	RXFP2
ENSG00000163599	CTLA4
ENSG00000236543	AL354761.1
ENSG00000170820	FSHR
ENSG00000188306	LRRIQ4
ENSG00000027644	INSRR
ENSG00000262576	PCDHGA4
ENSG00000036448	MYOM2
ENSG00000104371	DKK4
ENSG00000126856	PRDM7
ENSG00000165066	NKX6-3
ENSG00000102104	RS1
ENSG00000160013	PTGIR
ENSG00000128602	SMO
ENSG00000276289	KCNE1B
ENSG00000177191	B3GNT8
ENSG00000180061	TMEM150B
ENSG00000115112	TFCP2L1
ENSG00000081479	LRP2
ENSG00000174339	OR2Y1
ENSG00000154415	PPP1R3A
ENSG00000113196	HAND1
ENSG00000176742	OR51V1
ENSG00000142973	CYP4B1
ENSG00000257138	TAS2R38
ENSG00000282173	TRBJ1-5
ENSG00000143278	F13B
ENSG00000144115	THNSL2
ENSG00000188996	HUS1B
ENSG00000121742	GJB6
ENSG00000154269	ENPP3
ENSG00000182050	MGAT4C
ENSG00000122824	NUDT10
ENSG00000124003	MOGAT1
ENSG00000182667	NTM
ENSG00000136327	NKX2-8
ENSG00000175513	TSGA10IP
ENSG00000288654	AC119733.1
ENSG00000166152	C16orf78
ENSG00000077943	ITGA8
ENSG00000204595	DPRX
ENSG00000130224	LRCH2
ENSG00000138650	PCDH10
ENSG00000165584	SSX3
ENSG00000141968	VAV1
ENSG00000001626	CFTR
ENSG00000170152	AL391987.1
ENSG00000171811	CFAP46
ENSG00000139549	DHH
ENSG00000104967	NOVA2
ENSG00000122223	CD244
ENSG00000278803	PWWP4
ENSG00000111701	APOBEC1
ENSG00000178591	DEFB125
ENSG00000149506	ZP1
ENSG00000108370	RGS9
ENSG00000140067	FAM181A
ENSG00000163114	PDHA2
ENSG00000153266	FEZF2
ENSG00000091664	SLC17A6
ENSG00000115297	TLX2
ENSG00000112195	TREML2
ENSG00000179008	C14orf39
ENSG00000285447	ZNF883
ENSG00000256463	SALL3
ENSG00000154478	GPR26
ENSG00000211827	TRDJ2
ENSG00000010282	HHATL
ENSG00000223731	SUPT20HL1
ENSG00000112796	ENPP5
ENSG00000163071	SPATA18
ENSG00000142233	NTN5
ENSG00000183878	UTY
ENSG00000186479	RGS7BP
ENSG00000213218	CSH2
ENSG00000249861	LGALS16
ENSG00000109182	CWH43
ENSG00000159708	LRRC36
ENSG00000130038	CRACR2A
ENSG00000212901	KRTAP3-1
ENSG00000182732	RGS6
ENSG00000283740	TAF11L11
ENSG00000140955	ADAD2
ENSG00000257008	GPR142
ENSG00000004809	SLC22A16
ENSG00000182183	SHISAL2A
ENSG00000231637	USP17L29
ENSG00000137204	SLC22A7
ENSG00000234560	OR10G8
ENSG00000180988	OR52N2
ENSG00000268674	AC213203.1
ENSG00000184221	OLIG1
ENSG00000188011	RTP5
ENSG00000124557	BTN1A1
ENSG00000118160	SLC8A2
ENSG00000165837	ERICH6B
ENSG00000141506	PIK3R5
ENSG00000187581	COX8C
ENSG00000092096	SLC22A17
ENSG00000181961	OR4A16
ENSG00000211904	IGHJ2
ENSG00000006756	ARSD
ENSG00000271567	PPIAL4E
ENSG00000146453	PNLDC1
ENSG00000211867	TRAJ22
ENSG00000188305	PEAK3
ENSG00000151892	GFRA1
ENSG00000278558	TMEM191B
ENSG00000248746	ACTN3
ENSG00000128815	WDFY4
ENSG00000257743	MGAM2
ENSG00000135175	OCM2
ENSG00000182346	DAOA
ENSG00000154080	CHST9
ENSG00000181786	ACTL9
ENSG00000175463	TBC1D10C
ENSG00000183778	B3GALT5
ENSG00000268223	ARL14EPL
ENSG00000113749	HRH2
ENSG00000288529	AL035699.1
ENSG00000221826	PSG3
ENSG00000241123	KRTAP10-5
ENSG00000172482	AGXT
ENSG00000136839	OR13C9
ENSG00000204703	OR2B3
ENSG00000121440	PDZRN3
ENSG00000124334	IL9R
ENSG00000204538	PSORS1C2
ENSG00000206073	SERPINB4
ENSG00000197046	SIGLEC15
ENSG00000211957	IGHV3-35
ENSG00000139547	RDH16
ENSG00000241224	C3orf85
ENSG00000095370	SH2D3C
ENSG00000255223	OR5M11
ENSG00000113905	HRG
ENSG00000177023	DEFB104B
ENSG00000188039	NWD1
ENSG00000143171	RXRG
ENSG00000185758	CLDN24
ENSG00000135299	ANKRD6
ENSG00000095970	TREM2
ENSG00000232869	TRBV29-1
ENSG00000166569	CPLX4
ENSG00000083782	EPYC
ENSG00000180785	OR51E1
ENSG00000187758	ADH1A
ENSG00000165973	NELL1
ENSG00000168062	BATF2
ENSG00000277632	CCL3
ENSG00000203989	RHOXF2B
ENSG00000211930	IGHD3-3
ENSG00000174279	EVX2
ENSG00000012223	LTF
ENSG00000221864	KRTAP12-2
ENSG00000007314	SCN4A
ENSG00000288678	AL136115.4
ENSG00000211964	IGHV3-48
ENSG00000169758	TMEM266
ENSG00000250913	USP17L23
ENSG00000204006	C1orf185
ENSG00000172399	MYOZ2
ENSG00000282268	IGHD2OR15-2B
ENSG00000184507	NUTM1
ENSG00000163046	ANKRD30BL
ENSG00000108878	CACNG1
ENSG00000206102	KRTAP19-8
ENSG00000101890	GUCY2F
ENSG00000211595	IGKJ3
ENSG00000174326	SLC16A11
ENSG00000256349	AP002748.5
ENSG00000211812	TRAV26-2
ENSG00000147655	RSPO2
ENSG00000121743	GJA3
ENSG00000167757	KLK11
ENSG00000149970	CNKSR2
ENSG00000179709	NLRP8
ENSG00000123496	IL13RA2
ENSG00000159455	LCE2B
ENSG00000204851	PNMA8B
ENSG00000151687	ANKAR
ENSG00000211785	TRAV12-1
ENSG00000132622	HSPA12B
ENSG00000157927	RADIL
ENSG00000144852	NR1I2
ENSG00000235863	B3GALT4
ENSG00000276557	TRBV18
ENSG00000197353	LYPD2
ENSG00000118113	MMP8
ENSG00000159640	ACE
ENSG00000233306	TRGV2
ENSG00000112116	IL17F
ENSG00000211727	TRBV7-6
ENSG00000187808	SOWAHD
ENSG00000151952	TMEM132D
ENSG00000211694	TRGV10
ENSG00000214897	PNMA6E
ENSG00000157404	KIT
ENSG00000178257	PRM3
ENSG00000186452	TMPRSS12
ENSG00000241119	UGT1A9
ENSG00000196337	CGB7
ENSG00000100842	EFS
ENSG00000167580	AQP2
ENSG00000189252	SPANXN3
ENSG00000211781	TRAV7
ENSG00000262179	MYMX
ENSG00000117971	CHRNB4
ENSG00000163464	CXCR1
ENSG00000211804	TRDV1
ENSG00000135077	HAVCR2
ENSG00000215203	GRXCR1
ENSG00000189108	IL1RAPL2
ENSG00000120440	TTLL2
ENSG00000229937	PRPS1L1
ENSG00000275243	TRBV16
ENSG00000169789	PRY
ENSG00000259066	AL110118.1
ENSG00000203857	HSD3B1
ENSG00000130561	SAG
ENSG00000245848	CEBPA
ENSG00000211820	TRAV41
ENSG00000120160	EQTN
ENSG00000161911	TREML1
ENSG00000100302	RASD2
ENSG00000255393	OOSP4B
ENSG00000117707	PROX1
ENSG00000182156	ENPP7
ENSG00000159588	CCDC17
ENSG00000162892	IL24
ENSG00000241755	IGKV1-9
ENSG00000211884	TRAJ5
ENSG00000211951	IGHV2-26
ENSG00000175264	CHST1
ENSG00000197721	CR1L
ENSG00000107147	KCNT1
ENSG00000211955	IGHV3-33
ENSG00000185303	SFTPA2
ENSG00000114654	EFCC1
ENSG00000196090	PTPRT
ENSG00000103316	CRYM
ENSG00000102109	PCSK1N
ENSG00000255071	SAA2-SAA4
ENSG00000233136	USP17L11
ENSG00000164344	KLKB1
ENSG00000110665	C11orf21
ENSG00000122121	XPNPEP2
ENSG00000147003	CLTRN
ENSG00000211848	TRAJ41
ENSG00000168594	ADAM29
ENSG00000164500	SPATA48
ENSG00000125815	CST8
ENSG00000214285	NPS
ENSG00000161082	CELF5
ENSG00000152784	PRDM8
ENSG00000236027	PATE3
ENSG00000176495	OR5AN1
ENSG00000211817	TRAV38-2DV8
ENSG00000043462	LCP2
ENSG00000175161	CADM2
ENSG00000165204	OR1K1
ENSG00000137675	MMP27
ENSG00000253188	TRBV6-7
ENSG00000221813	OR6B1
ENSG00000155719	OTOA
ENSG00000177414	UBE2U
ENSG00000091181	IL5RA
ENSG00000100433	KCNK10
ENSG00000180386	KRTAP9-7
ENSG00000279012	OR51B2
ENSG00000108702	CCL1
ENSG00000120262	CCDC170
ENSG00000165125	TRPV6
ENSG00000124818	OPN5
ENSG00000237110	TAAR9
ENSG00000102468	HTR2A
ENSG00000232125	DYTN
ENSG00000116748	AMPD1
ENSG00000070190	DAPP1
ENSG00000281991	TMEM265
ENSG00000196581	AJAP1
ENSG00000211868	TRAJ21
ENSG00000143196	DPT
ENSG00000211721	TRBV6-5
ENSG00000140968	IRF8
ENSG00000276760	AC136352.2
ENSG00000176540	OR4C5
ENSG00000168907	PLA2G4F
ENSG00000184108	TRIML1
ENSG00000181778	TMEM252
ENSG00000151033	LYZL2
ENSG00000164871	SPAG11B
ENSG00000239605	STPG4
ENSG00000214402	LCNL1
ENSG00000211850	TRAJ39
ENSG00000136305	CIDEB
ENSG00000007306	CEACAM7
ENSG00000117322	CR2
ENSG00000125888	BANF2
ENSG00000278848	TP53TG3F
ENSG00000126016	AMOT
ENSG00000149452	SLC22A8
ENSG00000204701	OR2J3
ENSG00000278030	TRBV7-9
ENSG00000211701	TRGV1
ENSG00000163012	ZSWIM2
ENSG00000239713	APOBEC3G
ENSG00000206127	GOLGA8O
ENSG00000136099	PCDH8
ENSG00000131738	KRT33B
ENSG00000185652	NTF3
ENSG00000121634	GJA8
ENSG00000211923	IGHD3-10
ENSG00000158748	HTR6
ENSG00000139915	MDGA2
ENSG00000176253	OR4K13
ENSG00000172602	RND1
ENSG00000205409	OR52E6
ENSG00000186474	KLK12
ENSG00000120322	PCDHB8
ENSG00000211873	TRAJ16
ENSG00000160349	LCN1
ENSG00000001561	ENPP4
ENSG00000285472	AC134980.2
ENSG00000185880	TRIM69
ENSG00000230268	SSU72P8
ENSG00000158488	CD1E
ENSG00000233732	IGHV3OR16-10
ENSG00000104537	ANXA13
ENSG00000168306	ACOX2
ENSG00000244234	GMCL2
ENSG00000186732	MPPED1
ENSG00000189430	NCR1
ENSG00000186881	OR13F1
ENSG00000152092	ASTN1
ENSG00000187135	VSTM2B
ENSG00000123561	SERPINA7
ENSG00000142920	AZIN2
ENSG00000073734	ABCB11
ENSG00000158481	CD1C
ENSG00000131042	LILRB2
ENSG00000184647	PRSS55
ENSG00000186265	BTLA
ENSG00000163424	TEX55
ENSG00000221852	KRTAP1-5
ENSG00000254466	OR4D10
ENSG00000171517	LPAR3
ENSG00000116014	KISS1R
ENSG00000164007	CLDN19
ENSG00000169314	C22orf15
ENSG00000282815	TEX13C
ENSG00000248592	STIMATE-MUSTN1
ENSG00000152266	PTH
ENSG00000165495	PKNOX2
ENSG00000167359	OR51I1
ENSG00000183706	OR4N4
ENSG00000204482	LST1
ENSG00000177483	RBM44
ENSG00000287585	AC231656.1
ENSG00000184895	SRY
ENSG00000278633	AC023491.2
ENSG00000180658	OR2A4
ENSG00000182334	OR5P3
ENSG00000204511	MCCD1
ENSG00000184515	BEX5
ENSG00000186925	KRTAP19-6
ENSG00000204279	PAGE3
ENSG00000168658	VWA3B
ENSG00000078596	ITM2A
ENSG00000189182	KRT77
ENSG00000162782	TDRD5
ENSG00000074706	IPCEF1
ENSG00000269433	OPN1MW3
ENSG00000171481	OR1L3
ENSG00000278661	TRAJ37
ENSG00000171014	OR4D5
ENSG00000183862	CNGA2
ENSG00000173250	GPR151
ENSG00000187173	LCE2A
ENSG00000211658	IGLV3-27
ENSG00000162981	LRATD1
ENSG00000198797	BRINP2
ENSG00000120341	SEC16B
ENSG00000198574	SH2D1B
ENSG00000136110	CNMD
ENSG00000186009	ATP4B
ENSG00000186976	EFCAB6
ENSG00000177627	C12orf54
ENSG00000092377	TBL1Y
ENSG00000162367	TAL1
ENSG00000168754	FAM178B
ENSG00000269699	ZIM2
ENSG00000153237	CCDC148
ENSG00000167755	KLK6
ENSG00000211961	IGHV1-45
ENSG00000205108	FAM205A
ENSG00000143595	AQP10
ENSG00000163092	XIRP2
ENSG00000165059	PRKACG
ENSG00000268041	ERFL
ENSG00000135638	EMX1
ENSG00000100450	GZMH
ENSG00000179826	MRGPRX3
ENSG00000256436	TAS2R31
ENSG00000215186	GOLGA6B
ENSG00000158445	KCNB1
ENSG00000221938	OR2A14
ENSG00000259303	IGHV2OR16-5
ENSG00000196944	OR2T4
ENSG00000205329	OR6C3
ENSG00000112837	TBX18
ENSG00000157005	SST
ENSG00000206536	OR5K3
ENSG00000139219	COL2A1
ENSG00000170837	GPR27
ENSG00000100033	PRODH
ENSG00000176887	SOX11
ENSG00000163673	DCLK3
ENSG00000174460	ZCCHC12
ENSG00000188056	TREML4
ENSG00000211835	TRAJ56
ENSG00000212725	KRTAP2-1
