Enesembl ID	Gene	RNA line ab	RNA type ab	protein type ab
ENSG00000143882	ATP6V1C2	1.3		
ENSG00000143889	HNRNPLL	30.7		
ENSG00000143891	GALM	11.7		
ENSG00000143919	CAMKMT	10.6		
ENSG00000143921	ABCG8	0.0		
ENSG00000143924	EML4	38.0		
ENSG00000143933	CALM2	878.3		
ENSG00000143942	CHAC2	31.1		
ENSG00000143947	RPS27A	2061.7		
ENSG00000143951	WDPCP	2.3		
ENSG00000143952	VPS54	22.1		
ENSG00000143954	REG3G	0.0		
ENSG00000143970	ASXL2	21.1		
ENSG00000143971	ETAA1	8.9		
ENSG00000143977	SNRPG	415.1		
ENSG00000143994	ABHD1	0.1		
ENSG00000143995	MEIS1	7.7		
ENSG00000144010	TRIM43B	0.0		
ENSG00000144015	TRIM43	0.0		
ENSG00000144021	CIAO1	40.8		
ENSG00000144026	ZNF514	8.6		
ENSG00000144028	SNRNP200	264.4		
ENSG00000144029	MRPS5	14.0		
ENSG00000144031	ANKRD53	0.1		
ENSG00000144034	TPRKB	60.6		
ENSG00000144035	NAT8	0.0		
ENSG00000144036	EXOC6B	12.4		
ENSG00000144040	SFXN5	10.8		
ENSG00000144043	TEX261	75.3		
ENSG00000144045	DQX1	0.1		
ENSG00000144048	DUSP11	22.0		
ENSG00000144057	ST6GAL2	0.0		
ENSG00000144061	NPHP1	2.8		
ENSG00000144063	MALL	0.0		
ENSG00000144115	THNSL2	0.0		
ENSG00000144118	RALB	22.5		
ENSG00000144119	C1QL2	0.0		
ENSG00000144120	TMEM177	27.9		
ENSG00000144130	NT5DC4	0.0		
ENSG00000144134	RABL2A	2.5		
ENSG00000144136	SLC20A1	78.8		
ENSG00000144152	FBLN7	0.0		
ENSG00000144161	ZC3H8	19.4		
ENSG00000144182	LIPT1	6.6		
ENSG00000144191	CNGA3	0.0		
ENSG00000144199	FAHD2B	12.0		
ENSG00000144214	LYG1	2.3		
ENSG00000144218	AFF3	0.5		
ENSG00000144224	UBXN4	50.7		
ENSG00000144227	NXPH2	0.0		
ENSG00000144228	SPOPL	9.5		
ENSG00000144229	THSD7B	1.8		
ENSG00000144230	GPR17	0.0		
ENSG00000144231	POLR2D	107.0		
ENSG00000144233	AMMECR1L	17.2		
ENSG00000144278	GALNT13	5.5		
ENSG00000144283	PKP4	35.2		
ENSG00000144285	SCN1A	0.0		
ENSG00000144290	SLC4A10	0.0		
ENSG00000144306	SCRN3	19.3		
ENSG00000144320	LNPK	26.9		
ENSG00000144331	ZNF385B	31.9		
ENSG00000144339	TMEFF2	2.3		
ENSG00000144354	CDCA7	122.4		
ENSG00000144355	DLX1	7.4		
ENSG00000144357	UBR3	15.5		
ENSG00000144362	PHOSPHO2	6.2		
ENSG00000144366	GULP1	20.0		
ENSG00000144369	FAM171B	9.9		
ENSG00000144381	HSPD1	2232.9		
ENSG00000144395	CCDC150	1.7		
ENSG00000144401	METTL21A	39.6		
ENSG00000144406	UNC80	0.0		
ENSG00000144407	PTH2R	0.0		
ENSG00000144410	CPO	0.0		
ENSG00000144426	NBEAL1	3.2		
ENSG00000144445	KANSL1L	3.4		
ENSG00000144451	SPAG16	13.4		
ENSG00000144452	ABCA12	0.0		
ENSG00000144455	SUMF1	5.0		
ENSG00000144460	NYAP2	0.0		
ENSG00000144468	RHBDD1	0.1		
ENSG00000144476	ACKR3	0.2		
ENSG00000144481	TRPM8	0.0		
ENSG00000144485	HES6	24.1		
ENSG00000144488	ESPNL	0.0		
ENSG00000144504	ANKMY1	6.2		
ENSG00000144524	COPS7B	45.6		
ENSG00000144535	DIS3L2	11.7		
ENSG00000144550	CPNE9	0.0		
ENSG00000144554	FANCD2	48.8		
ENSG00000144559	TAMM41	22.9		
ENSG00000144560	VGLL4	20.4		
ENSG00000144566	RAB5A	29.0		
ENSG00000144567	RETREG2	37.1		
ENSG00000144579	CTDSP1	32.4		
ENSG00000144580	CNOT9	88.1		
ENSG00000144583	MARCHF4	0.0		
ENSG00000144589	STK11IP	7.7		
ENSG00000144591	GMPPA	39.7		
ENSG00000144596	GRIP2	0.7		
ENSG00000144597	EAF1	22.5		
ENSG00000144619	CNTN4	0.0		
ENSG00000144635	DYNC1LI1	65.4		
ENSG00000144642	RBMS3	0.5		
ENSG00000144644	GADL1	4.7		
ENSG00000144645	OSBPL10	8.9		
ENSG00000144647	POMGNT2	14.0		
ENSG00000144648	ACKR2	0.0		
ENSG00000144649	GASK1A	0.3		
ENSG00000144655	CSRNP1	3.0		
ENSG00000144659	SLC25A38	55.2		
ENSG00000144668	ITGA9	3.8		
ENSG00000144671	SLC22A14	0.0		
ENSG00000144674	GOLGA4	34.4		
ENSG00000144677	CTDSPL	19.2		
ENSG00000144681	STAC	2.4		
ENSG00000144711	IQSEC1	9.0		
ENSG00000144712	CAND2	6.4		
ENSG00000144713	RPL32	1718.2		
ENSG00000144724	PTPRG	13.4		
ENSG00000144730	IL17RD	4.8		
ENSG00000144736	SHQ1	24.9		
ENSG00000144741	SLC25A26	7.3		
ENSG00000144744	UBA3	59.1		
ENSG00000144746	ARL6IP5	59.2		
ENSG00000144747	TMF1	10.2		
ENSG00000144749	LRIG1	5.5		
ENSG00000144771	LRTM1	0.0		
ENSG00000144785	AC073896.1	9.9		
ENSG00000144791	LIMD1	18.8		
ENSG00000144792	ZNF660	1.1		
ENSG00000144802	NFKBIZ	2.5		
ENSG00000144810	COL8A1	0.4		
ENSG00000144815	NXPE3	28.3		
ENSG00000144820	ADGRG7	0.0		
ENSG00000144821	MYH15	0.1		
ENSG00000144824	PHLDB2	0.9		
ENSG00000144827	ABHD10	16.3		
ENSG00000144834	TAGLN3	0.1		
ENSG00000144837	PLA1A	0.0		
ENSG00000144840	RABL3	14.0		
ENSG00000144843	ADPRH	2.0		
ENSG00000144847	IGSF11	2.7		
ENSG00000144848	ATG3	84.9		
ENSG00000144852	NR1I2	0.0		
ENSG00000144857	BOC	5.6		
ENSG00000144867	SRPRB	69.8		
ENSG00000144868	TMEM108	0.2		
ENSG00000144891	AGTR1	0.0		
ENSG00000144893	MED12L	3.8		
ENSG00000144895	EIF2A	149.9		
ENSG00000144908	ALDH1L1	0.6		
ENSG00000144909	OSBPL11	22.7		
ENSG00000144935	TRPC1	3.0		
ENSG00000144959	NCEH1	2.0		
ENSG00000144962	SPATA16	0.0		
ENSG00000145002	FAM86B2	0.9		
ENSG00000145012	LPP	5.2		
ENSG00000145014	TMEM44	4.5		
ENSG00000145016	RUBCN	15.0		
ENSG00000145020	AMT	0.1		
ENSG00000145022	TCTA	19.3		
ENSG00000145029	NICN1	6.4		
ENSG00000145040	UCN2	0.0		
ENSG00000145041	DCAF1	43.3		
ENSG00000145050	MANF	201.4		
ENSG00000145087	STXBP5L	0.0		
ENSG00000145088	EAF2	5.0		
ENSG00000145103	ILDR1	0.0		
ENSG00000145107	TM4SF19	0.0		
ENSG00000145113	MUC4	0.0		
ENSG00000145147	SLIT2	15.7		
ENSG00000145191	EIF2B5	56.6		
ENSG00000145192	AHSG	0.0		
ENSG00000145194	ECE2	0.0		
ENSG00000145198	VWA5B2	0.3		
ENSG00000145214	DGKQ	2.2		
ENSG00000145216	FIP1L1	55.6		
ENSG00000145217	SLC26A1	0.1		
ENSG00000145220	LYAR	100.6		
ENSG00000145241	CENPC	2.2		
ENSG00000145242	EPHA5	0.0		
ENSG00000145244	CORIN	0.1		
ENSG00000145246	ATP10D	41.6		
ENSG00000145247	OCIAD2	29.7		
ENSG00000145248	SLC10A4	9.2		
ENSG00000145283	SLC10A6	0.0		
ENSG00000145284	SCD5	10.6		
ENSG00000145287	PLAC8	3.2		
ENSG00000145293	ENOPH1	86.1		
ENSG00000145309	CABS1	0.0		
ENSG00000145321	GC	0.0		
ENSG00000145331	TRMT10A	10.9		
ENSG00000145332	KLHL8	16.2		
ENSG00000145335	SNCA	53.6		
ENSG00000145337	PYURF	35.6		
ENSG00000145348	TBCK	5.7		
ENSG00000145349	CAMK2D	42.6		
ENSG00000145354	CISD2	28.2		
ENSG00000145358	DDIT4L	6.2		
ENSG00000145362	ANK2	11.0		
ENSG00000145365	TIFA	10.9		
ENSG00000145375	SPATA5	5.0		
ENSG00000145384	FABP2	0.0		
ENSG00000145386	CCNA2	154.2		
ENSG00000145388	METTL14	16.2		
ENSG00000145390	USP53	5.5		
ENSG00000145391	SETD7	44.3		
ENSG00000145414	NAF1	32.7		
ENSG00000145416	MARCHF1	0.0		
ENSG00000145423	SFRP2	0.0		
ENSG00000145425	RPS3A	2877.1		
ENSG00000145428	RNF175	0.0		
ENSG00000145431	PDGFC	10.8		
ENSG00000145439	CBR4	18.8		
ENSG00000145451	GLRA3	0.0		
ENSG00000145476	CYP4V2	1.9		
ENSG00000145491	ROPN1L	0.0		
ENSG00000145494	NDUFS6	174.3		
ENSG00000145495	MARCHF6	48.2		
ENSG00000145506	NKD2	0.1		
ENSG00000145526	CDH18	0.0		
ENSG00000145536	ADAMTS16	0.0		
ENSG00000145545	SRD5A1	6.6		
ENSG00000145555	MYO10	139.1		
ENSG00000145569	OTULINL	3.7		
ENSG00000145592	RPL37	762.8		
ENSG00000145604	SKP2	53.3		
ENSG00000145623	OSMR	8.9		
ENSG00000145626	UGT3A1	0.0		
ENSG00000145632	PLK2	1.7		
ENSG00000145642	SHISAL2B	0.0		
ENSG00000145649	GZMA	0.0		
ENSG00000145675	PIK3R1	6.7		
ENSG00000145681	HAPLN1	0.0		
ENSG00000145685	LHFPL2	10.2		
ENSG00000145687	SSBP2	23.6		
ENSG00000145692	BHMT	0.0		
ENSG00000145700	ANKRD31	0.1		
ENSG00000145703	IQGAP2	12.1		
ENSG00000145708	CRHBP	0.0		
ENSG00000145715	RASA1	14.0		
ENSG00000145721	LIX1	0.1		
ENSG00000145723	GIN1	5.4		
ENSG00000145725	PPIP5K2	43.9		
ENSG00000145730	PAM	11.0		
ENSG00000145734	BDP1	3.2		
ENSG00000145736	GTF2H2	0.6		
ENSG00000145740	SLC30A5	38.6		
ENSG00000145741	BTF3	1176.6		
ENSG00000145743	FBXL17	7.7		
ENSG00000145757	SPATA9	0.0		
ENSG00000145777	TSLP	1.5		
ENSG00000145779	TNFAIP8	8.3		
ENSG00000145780	FEM1C	8.0		
ENSG00000145781	COMMD10	20.8		
ENSG00000145782	ATG12	20.5		
ENSG00000145794	MEGF10	0.0		
ENSG00000145808	ADAMTS19	0.0		
ENSG00000145817	YIPF5	34.7		
ENSG00000145819	ARHGAP26	4.1		
ENSG00000145824	CXCL14	61.6		
ENSG00000145826	LECT2	0.0		
ENSG00000145832	SLC25A48	2.7		
ENSG00000145833	DDX46	80.9		
ENSG00000145839	IL9	0.0		
ENSG00000145850	TIMD4	0.0		
ENSG00000145860	RNF145	75.9		
ENSG00000145861	C1QTNF2	0.1		
ENSG00000145863	GABRA6	0.0		
ENSG00000145864	GABRB2	0.1		
ENSG00000145868	FBXO38	21.2		
ENSG00000145879	SPINK7	0.0		
ENSG00000145882	PCYOX1L	8.8		
ENSG00000145888	GLRA1	0.0		
ENSG00000145901	TNIP1	25.2		
ENSG00000145907	G3BP1	319.7		
ENSG00000145908	ZNF300	0.0		
ENSG00000145911	N4BP3	0.4		
ENSG00000145912	NHP2	225.7		
ENSG00000145916	RMND5B	21.5		
ENSG00000145919	BOD1	91.1		
ENSG00000145920	CPLX2	0.0		
ENSG00000145934	TENM2	0.0		
ENSG00000145936	KCNMB1	0.0		
ENSG00000145945	FAM50B	0.0		
ENSG00000145949	MYLK4	0.1		
ENSG00000145975	FAM217A	0.0		
ENSG00000145979	TBC1D7	24.5		
ENSG00000145982	FARS2	18.2		
ENSG00000145990	GFOD1	3.4		
ENSG00000145996	CDKAL1	16.5		
ENSG00000146005	PSD2	0.0		
ENSG00000146006	LRRTM2	0.0		
ENSG00000146007	ZMAT2	116.7		
ENSG00000146013	GFRA3	0.0		
ENSG00000146021	KLHL3	0.3		
ENSG00000146038	DCDC2	0.0		
ENSG00000146039	SLC17A4	0.0		
ENSG00000146047	H2BC1	0.0		
ENSG00000146049	KAAG1	0.0		
ENSG00000146054	TRIM7	4.8		
ENSG00000146063	TRIM41	9.1		
ENSG00000146066	HIGD2A	146.2		
ENSG00000146067	FAM193B	13.6		
ENSG00000146070	PLA2G7	0.0		
ENSG00000146072	TNFRSF21	7.2		
ENSG00000146083	RNF44	14.8		
ENSG00000146085	MMUT	27.6		
ENSG00000146090	RASGEF1C	0.3		
ENSG00000146094	DOK3	12.2		
ENSG00000146109	ABT1	19.0		
ENSG00000146112	PPP1R18	21.6		
ENSG00000146122	DAAM2	0.0		
ENSG00000146143	PRIM2	30.2		
ENSG00000146147	MLIP	2.2		
ENSG00000146151	HMGCLL1	0.0		
ENSG00000146166	LGSN	0.2		
ENSG00000146192	FGD2	0.0		
ENSG00000146197	SCUBE3	5.3		
ENSG00000146205	ANO7	0.0		
ENSG00000146215	CRIP3	2.8		
ENSG00000146216	TTBK1	0.3		
ENSG00000146221	TCTE1	0.0		
ENSG00000146223	RPL7L1	193.4		
ENSG00000146232	NFKBIE	10.3		
ENSG00000146233	CYP39A1	0.8		
ENSG00000146242	TPBG	10.3		
ENSG00000146243	IRAK1BP1	7.1		
ENSG00000146247	PHIP	19.1		
ENSG00000146250	PRSS35	12.8		
ENSG00000146263	MMS22L	17.1		
ENSG00000146267	FAXC	23.8		
ENSG00000146276	GABRR1	0.0		
ENSG00000146278	PNRC1	13.3		
ENSG00000146281	PM20D2	24.3		
ENSG00000146282	RARS2	37.9		
ENSG00000146285	SCML4	0.0		
ENSG00000146350	TBC1D32	1.6		
ENSG00000146352	CLVS2	0.0		
ENSG00000146360	GPR6	0.0		
ENSG00000146373	RNF217	1.0		
ENSG00000146374	RSPO3	0.6		
ENSG00000146376	ARHGAP18	13.4		
ENSG00000146378	TAAR2	0.0		
ENSG00000146383	TAAR6	0.0		
ENSG00000146385	TAAR8	0.0		
ENSG00000146386	ABRACL	90.4		
ENSG00000146399	TAAR1	0.0		
ENSG00000146409	SLC18B1	13.4		
ENSG00000146410	MTFR2	22.3		
ENSG00000146411	SLC2A12	0.0		
ENSG00000146414	SHPRH	9.5		
ENSG00000146416	AIG1	26.5		
ENSG00000146425	DYNLT1	134.4		
ENSG00000146426	TIAM2	2.4		
ENSG00000146433	TMEM181	26.1		
ENSG00000146453	PNLDC1	0.5		
ENSG00000146457	WTAP	112.2		
ENSG00000146463	ZMYM4	47.3		
ENSG00000146469	VIP	0.0		
ENSG00000146476	ARMT1	112.7		
ENSG00000146477	SLC22A3	0.0		
ENSG00000146530	VWDE	1.7		
ENSG00000146535	GNA12	13.5		
ENSG00000146540	C7orf50	41.6		
ENSG00000146555	SDK1	0.9		
ENSG00000146574	CCZ1B	87.9		
ENSG00000146576	C7orf26	16.2		
ENSG00000146587	RBAK	10.4		
ENSG00000146592	CREB5	0.2		
ENSG00000146618	FERD3L	0.0		
ENSG00000146648	EGFR	0.4		
ENSG00000146670	CDCA5	110.3		
ENSG00000146674	IGFBP3	1.5		
ENSG00000146676	PURB	15.0		
ENSG00000146678	IGFBP1	0.0		
ENSG00000146700	SSC4D	0.0		
ENSG00000146701	MDH2	256.3		
ENSG00000146707	POMZP3	4.1		
ENSG00000146729	NIPSNAP2	51.4		
ENSG00000146731	CCT6A	438.2		
ENSG00000146733	PSPH	52.6		
ENSG00000146755	TRIM50	0.0		
ENSG00000146757	ZNF92	17.2		
ENSG00000146776	ATXN7L1	5.1		
ENSG00000146802	TMEM168	12.5		
ENSG00000146809	ASB15	0.0		
ENSG00000146826	MAP11	5.3		
ENSG00000146828	SLC12A9	7.3		
ENSG00000146830	GIGYF1	12.9		
ENSG00000146833	TRIM4	19.0		
ENSG00000146834	MEPCE	43.0		
ENSG00000146839	ZAN	0.0		
ENSG00000146842	TMEM209	34.7		
ENSG00000146856	AGBL3	0.8		
ENSG00000146857	STRA8	0.0		
ENSG00000146858	ZC3HAV1L	12.1		
ENSG00000146859	TMEM140	0.0		
ENSG00000146872	TLK2	45.1		
ENSG00000146904	EPHA1	0.0		
ENSG00000146909	NOM1	14.9		
ENSG00000146910	CNPY1	2.7		
ENSG00000146918	NCAPG2	53.7		
ENSG00000146926	ASB10	0.0		
ENSG00000146938	NLGN4X	0.0		
ENSG00000146950	SHROOM2	5.7		
ENSG00000146955	RAB19	0.0		
ENSG00000146963	LUC7L2	96.5		
ENSG00000146966	DENND2A	11.0		
ENSG00000147003	CLTRN	0.7		
ENSG00000147010	SH3KBP1	19.8		
ENSG00000147027	TMEM47	14.5		
ENSG00000147036	LANCL3	1.5		
ENSG00000147041	SYTL5	0.0		
ENSG00000147044	CASK	35.2		
ENSG00000147050	KDM6A	6.5		
ENSG00000147059	SPIN2A	0.5		
ENSG00000147065	MSN	228.5		
ENSG00000147081	AKAP4	0.0		
ENSG00000147082	CCNB3	0.2		
ENSG00000147099	HDAC8	37.0		
ENSG00000147100	SLC16A2	1.1		
ENSG00000147113	DIPK2B	0.1		
ENSG00000147117	ZNF157	0.8		
ENSG00000147118	ZNF182	9.7		
ENSG00000147119	CHST7	3.8		
ENSG00000147121	KRBOX4	25.1		
ENSG00000147123	NDUFB11	267.0		
ENSG00000147124	ZNF41	12.5		
ENSG00000147127	RAB41	0.0		
ENSG00000147130	ZMYM3	57.1		
ENSG00000147133	TAF1	24.1		
ENSG00000147138	GPR174	0.0		
ENSG00000147140	NONO	949.5		
ENSG00000147144	CCDC120	3.4		
ENSG00000147145	LPAR4	0.6		
ENSG00000147155	EBP	217.5		
ENSG00000147160	AWAT2	0.0		
ENSG00000147162	OGT	52.0		
ENSG00000147164	SNX12	104.8		
ENSG00000147166	ITGB1BP2	1.9		
ENSG00000147168	IL2RG	0.4		
ENSG00000147174	GCNA	2.2		
ENSG00000147180	ZNF711	50.3		
ENSG00000147183	CPXCR1	0.0		
ENSG00000147202	DIAPH2	16.6		
ENSG00000147206	NXF3	0.0		
ENSG00000147223	RIPPLY1	0.0		
ENSG00000147224	PRPS1	176.0		
ENSG00000147231	RADX	18.6		
ENSG00000147234	FRMPD3	0.3		
ENSG00000147246	HTR2C	0.0		
ENSG00000147251	DOCK11	8.5		
ENSG00000147255	IGSF1	1.8		
ENSG00000147256	ARHGAP36	0.7		
ENSG00000147257	GPC3	514.3		
ENSG00000147262	GPR119	0.0		
ENSG00000147274	RBMX	481.9		
ENSG00000147316	MCPH1	8.9		
ENSG00000147324	MFHAS1	9.1		
ENSG00000147364	FBXO25	8.7		
ENSG00000147378	FATE1	0.0		
ENSG00000147381	MAGEA4	0.0		
ENSG00000147383	NSDHL	85.5		
ENSG00000147394	ZNF185	3.7		
ENSG00000147400	CETN2	55.3		
ENSG00000147403	RPL10	5072.8		
ENSG00000147408	CSGALNACT1	0.0		
ENSG00000147416	ATP6V1B2	70.1		
ENSG00000147419	CCDC25	23.6		
ENSG00000147421	HMBOX1	14.4		
ENSG00000147432	CHRNB3	0.0		
ENSG00000147434	CHRNA6	0.1		
ENSG00000147437	GNRH1	1.2		
ENSG00000147439	BIN3	14.9		
ENSG00000147443	DOK2	0.0		
ENSG00000147454	SLC25A37	9.9		
ENSG00000147457	CHMP7	4.3		
ENSG00000147459	DOCK5	4.9		
ENSG00000147465	STAR	0.1		
ENSG00000147471	PLPBP	65.4		
ENSG00000147475	ERLIN2	31.2		
ENSG00000147481	SNTG1	0.1		
ENSG00000147485	PXDNL	0.0		
ENSG00000147488	ST18	2.7		
ENSG00000147509	RGS20	0.4		
ENSG00000147526	TACC1	32.0		
ENSG00000147533	GOLGA7	48.0		
ENSG00000147535	PLPP5	14.5		
ENSG00000147536	GINS4	32.1		
ENSG00000147548	NSD3	47.0		
ENSG00000147570	DNAJC5B	0.0		
ENSG00000147571	CRH	0.0		
ENSG00000147573	TRIM55	0.0		
ENSG00000147576	ADHFE1	0.0		
ENSG00000147586	MRPS28	102.1		
ENSG00000147588	PMP2	0.0		
ENSG00000147592	LACTB2	25.0		
ENSG00000147596	PRDM14	0.0		
ENSG00000147601	TERF1	19.9		
ENSG00000147604	RPL7	2888.8		
ENSG00000147606	SLC26A7	0.6		
ENSG00000147613	PSKH2	0.0		
ENSG00000147614	ATP6V0D2	0.4		
ENSG00000147642	SYBU	0.8		
ENSG00000147647	DPYS	0.2		
ENSG00000147649	MTDH	150.3		
ENSG00000147650	LRP12	8.6		
ENSG00000147654	EBAG9	24.4		
ENSG00000147655	RSPO2	0.0		
ENSG00000147669	POLR2K	103.4		
ENSG00000147676	MAL2	0.8		
ENSG00000147677	EIF3H	335.5		
ENSG00000147679	UTP23	18.2		
ENSG00000147684	NDUFB9	347.3		
ENSG00000147687	TATDN1	52.0		
ENSG00000147689	FAM83A	0.0		
ENSG00000147697	GSDMC	0.0		
ENSG00000147724	FAM135B	0.0		
ENSG00000147789	ZNF7	19.5		
ENSG00000147799	ARHGAP39	1.8		
ENSG00000147804	SLC39A4	0.0		
ENSG00000147813	NAPRT	1.8		
ENSG00000147852	VLDLR	3.4		
ENSG00000147853	AK3	40.8		
ENSG00000147854	UHRF2	24.6		
ENSG00000147862	NFIB	7.8		
ENSG00000147869	CER1	0.0		
ENSG00000147872	PLIN2	39.1		
ENSG00000147873	IFNA5	0.0		
ENSG00000147874	HAUS6	43.3		
ENSG00000147883	CDKN2B	0.8		
ENSG00000147885	IFNA16	0.0		
ENSG00000147889	CDKN2A	34.3		
ENSG00000147894	C9orf72	9.4		
ENSG00000147896	IFNK	0.0		
ENSG00000147905	ZCCHC7	16.6		
ENSG00000147912	FBXO10	8.8		
ENSG00000147955	SIGMAR1	94.5		
ENSG00000147996	CBWD5	64.1		
ENSG00000148019	CEP78	49.6		
ENSG00000148053	NTRK2	0.0		
ENSG00000148057	IDNK	1.3		
ENSG00000148082	SHC3	0.0		
ENSG00000148090	AUH	18.1		
ENSG00000148110	MFSD14B	44.6		
ENSG00000148120	AOPEP	5.7		
ENSG00000148123	PLPPR1	0.0		
ENSG00000148136	OR13C4	0.0		
ENSG00000148143	ZNF462	14.9		
ENSG00000148153	INIP	21.0		
ENSG00000148154	UGCG	18.4		
ENSG00000148156	ACTL7B	0.0		
ENSG00000148158	SNX30	10.4		
ENSG00000148175	STOM	31.7		
ENSG00000148180	GSN	3.2		
ENSG00000148187	MRRF	74.1		
ENSG00000148200	NR6A1	1.6		
ENSG00000148204	CRB2	0.2		
ENSG00000148215	OR5C1	0.0		
ENSG00000148218	ALAD	8.1		
ENSG00000148219	ASTN2	11.5		
ENSG00000148225	WDR31	0.8		
ENSG00000148229	POLE3	140.3		
ENSG00000148248	SURF4	75.7		
ENSG00000148288	GBGT1	10.5		
ENSG00000148290	SURF1	20.4		
ENSG00000148291	SURF2	19.2		
ENSG00000148296	SURF6	8.4		
ENSG00000148297	MED22	13.3		
ENSG00000148300	REXO4	21.5		
ENSG00000148303	RPL7A	1831.4		
ENSG00000148308	GTF3C5	79.8		
ENSG00000148331	ASB6	17.6		
ENSG00000148334	PTGES2	22.5		
ENSG00000148335	NTMT1	101.8		
ENSG00000148337	CIZ1	55.3		
ENSG00000148339	SLC25A25	10.8		
ENSG00000148341	SH3GLB2	6.3		
ENSG00000148343	MIGA2	4.0		
ENSG00000148344	PTGES	0.7		
ENSG00000148346	LCN2	0.0		
ENSG00000148356	LRSAM1	7.8		
ENSG00000148357	HMCN2	0.0		
ENSG00000148358	GPR107	30.7		
ENSG00000148362	PAXX	1.7		
ENSG00000148377	IDI2	0.0		
ENSG00000148384	INPP5E	6.2		
ENSG00000148386	LCN9	0.0		
ENSG00000148396	SEC16A	31.8		
ENSG00000148399	DPH7	10.6		
ENSG00000148400	NOTCH1	1.0		
ENSG00000148408	CACNA1B	0.1		
ENSG00000148411	NACC2	7.9		
ENSG00000148426	PROSER2	8.4		
ENSG00000148429	USP6NL	11.2		
ENSG00000148444	COMMD3	37.8		
ENSG00000148450	MSRB2	6.3		
ENSG00000148459	PDSS1	28.6		
ENSG00000148468	FAM171A1	24.0		
ENSG00000148481	MINDY3	18.5		
ENSG00000148482	SLC39A12	0.0		
ENSG00000148483	TMEM236	0.1		
ENSG00000148484	RSU1	18.3		
ENSG00000148488	ST8SIA6	0.1		
ENSG00000148498	PARD3	34.7		
ENSG00000148513	ANKRD30A	0.0		
ENSG00000148516	ZEB1	14.9		
ENSG00000148541	FAM13C	1.3		
ENSG00000148572	NRBF2	20.3		
ENSG00000148584	A1CF	0.0		
ENSG00000148600	CDHR1	10.2		
ENSG00000148602	LRIT1	0.0		
ENSG00000148604	RGR	0.0		
ENSG00000148606	POLR3A	30.3		
ENSG00000148634	HERC4	21.1		
ENSG00000148655	LRMDA	0.0		
ENSG00000148660	CAMK2G	17.5		
ENSG00000148671	ADIRF	0.0		
ENSG00000148672	GLUD1	101.4		
ENSG00000148677	ANKRD1	2.3		
ENSG00000148680	HTR7	1.3		
ENSG00000148688	RPP30	73.9		
ENSG00000148690	FRA10AC1	13.0		
ENSG00000148700	ADD3	37.3		
ENSG00000148702	HABP2	0.0		
ENSG00000148704	VAX1	0.0		
ENSG00000148719	DNAJB12	22.2		
ENSG00000148730	EIF4EBP2	46.2		
ENSG00000148734	NPFFR1	0.0		
ENSG00000148735	PLEKHS1	0.0		
ENSG00000148737	TCF7L2	14.0		
ENSG00000148773	MKI67	109.3		
ENSG00000148795	CYP17A1	0.0		
ENSG00000148798	INA	11.0		
ENSG00000148803	FUOM	4.9		
ENSG00000148814	LRRC27	2.7		
ENSG00000148824	MTG1	30.6		
ENSG00000148826	NKX6-2	0.0		
ENSG00000148832	PAOX	0.0		
ENSG00000148834	GSTO1	97.0		
ENSG00000148835	TAF5	18.1		
ENSG00000148840	PPRC1	55.4		
ENSG00000148841	ITPRIP	6.5		
ENSG00000148842	CNNM2	6.9		
ENSG00000148843	PDCD11	70.6		
ENSG00000148848	ADAM12	0.2		
ENSG00000148908	RGS10	44.3		
ENSG00000148925	BTBD10	26.3		
ENSG00000148926	ADM	9.5		
ENSG00000148935	GAS2	1.0		
ENSG00000148942	SLC5A12	0.1		
ENSG00000148943	LIN7C	12.0		
ENSG00000148948	LRRC4C	0.0		
ENSG00000148950	IMMP1L	37.6		
ENSG00000148965	SAA4	0.0		
ENSG00000148985	PGAP2	27.6		
ENSG00000149016	TUT1	19.8		
ENSG00000149021	SCGB1A1	0.0		
ENSG00000149043	SYT8	0.0		
ENSG00000149050	ZNF214	0.3		
ENSG00000149054	ZNF215	4.8		
ENSG00000149084	HSD17B12	48.7		
ENSG00000149089	APIP	56.1		
ENSG00000149090	PAMR1	0.0		
ENSG00000149091	DGKZ	26.7		
ENSG00000149100	EIF3M	301.1		
ENSG00000149115	TNKS1BP1	31.4		
ENSG00000149124	GLYAT	0.0		
ENSG00000149131	SERPING1	0.4		
ENSG00000149133	OR5F1	0.0		
ENSG00000149136	SSRP1	493.7		
ENSG00000149150	SLC43A1	18.1		
ENSG00000149177	PTPRJ	19.0		
ENSG00000149179	C11orf49	18.8		
ENSG00000149182	ARFGAP2	47.2		
ENSG00000149187	CELF1	107.5		
ENSG00000149196	HIKESHI	54.2		
ENSG00000149201	CCDC81	0.6		
ENSG00000149212	SESN3	17.3		
ENSG00000149218	ENDOD1	6.9		
ENSG00000149231	CCDC82	17.5		
ENSG00000149243	KLHL35	0.0		
ENSG00000149256	TENM4	5.0		
ENSG00000149257	SERPINH1	242.2		
ENSG00000149260	CAPN5	3.8		
ENSG00000149262	INTS4	25.6		
ENSG00000149269	PAK1	40.2		
ENSG00000149273	RPS3	2085.6		
ENSG00000149289	ZC3H12C	2.8		
ENSG00000149292	TTC12	0.0		
ENSG00000149294	NCAM1	0.1		
ENSG00000149295	DRD2	0.0		
ENSG00000149300	C11orf52	0.0		
ENSG00000149305	HTR3B	0.1		
ENSG00000149308	NPAT	13.4		
